regal_code,year_month,time,status
11410,202106,2023-05-07 13:36:05,success
11410,202107,2023-05-07 13:36:06,success
11410,202108,2023-05-07 13:36:08,success
11410,202109,2023-05-07 13:36:09,success
11410,202110,2023-05-07 13:36:10,success
11410,202111,2023-05-07 13:36:11,success
11410,202112,2023-05-07 13:36:12,success
11410,202201,2023-05-07 13:36:14,success
11410,202202,2023-05-07 13:36:15,success
11410,202203,2023-05-07 13:36:16,success
11410,202204,2023-05-07 13:36:17,success
11410,202205,2023-05-07 13:36:19,success
11410,202206,2023-05-07 13:36:20,success
11410,202207,2023-05-07 13:36:21,success
11410,202208,2023-05-07 13:36:22,success
11410,202209,2023-05-07 13:36:24,success
11410,202210,2023-05-07 13:36:25,success
11410,202211,2023-05-07 13:36:26,success
11410,202212,2023-05-07 13:36:28,success
11440,202001,2023-05-07 13:36:29,success
11440,202002,2023-05-07 13:36:30,success
11440,202003,2023-05-07 13:36:31,success
11440,202004,2023-05-07 13:36:33,success
11440,202005,2023-05-07 13:36:34,success
11440,202006,2023-05-07 13:36:35,success
11440,202007,2023-05-07 13:36:36,success
11440,202008,2023-05-07 13:36:37,success
11440,202009,2023-05-07 13:36:39,success
11440,202010,2023-05-07 13:36:40,success
11440,202011,2023-05-07 13:36:41,success
11440,202012,2023-05-07 13:36:42,success
11440,202101,2023-05-07 13:36:44,success
11440,202102,2023-05-07 13:36:45,success
11440,202103,2023-05-07 13:36:46,success
11440,202104,2023-05-07 13:36:47,success
11440,202105,2023-05-07 13:36:48,success
11440,202106,2023-05-07 13:36:50,success
11440,202107,2023-05-07 13:36:51,success
11440,202108,2023-05-07 13:36:53,success
11440,202109,2023-05-07 13:36:54,success
11440,202110,2023-05-07 13:36:55,success
11440,202111,2023-05-07 13:36:56,success
11440,202112,2023-05-07 13:36:57,success
11440,202201,2023-05-07 13:36:59,success
11440,202202,2023-05-07 13:37:00,success
11440,202203,2023-05-07 13:37:01,success
11440,202204,2023-05-07 13:37:02,success
11440,202205,2023-05-07 13:37:04,success
11440,202206,2023-05-07 13:37:05,success
11440,202207,2023-05-07 13:37:06,success
11440,202208,2023-05-07 13:37:07,success
11440,202209,2023-05-07 13:37:08,success
11440,202210,2023-05-07 13:37:10,success
11440,202211,2023-05-07 13:37:11,success
11440,202212,2023-05-07 13:37:12,success
11470,202001,2023-05-07 13:37:13,success
11470,202002,2023-05-07 13:37:15,success
11470,202003,2023-05-07 13:37:16,success
11470,202004,2023-05-07 13:37:17,success
11470,202005,2023-05-07 13:37:18,success
11470,202006,2023-05-07 13:37:20,success
11470,202007,2023-05-07 13:37:21,success
11470,202008,2023-05-07 13:37:22,success
11470,202009,2023-05-07 13:37:23,success
11470,202010,2023-05-07 13:37:24,success
11470,202011,2023-05-07 13:37:26,success
11470,202012,2023-05-07 13:37:27,success
11470,202101,2023-05-07 13:37:28,success
11470,202102,2023-05-07 13:37:29,success
11470,202103,2023-05-07 13:37:31,success
11470,202104,2023-05-07 13:37:32,success
11470,202105,2023-05-07 13:37:33,success
11470,202106,2023-05-07 13:37:34,success
11470,202107,2023-05-07 13:37:36,success
11470,202108,2023-05-07 13:37:37,success
11470,202109,2023-05-07 13:37:38,success
11470,202110,2023-05-07 13:37:39,success
11470,202111,2023-05-07 13:37:41,success
11470,202112,2023-05-07 13:37:42,success
11470,202201,2023-05-07 13:37:43,success
11470,202202,2023-05-07 13:37:44,success
11470,202203,2023-05-07 13:37:45,success
11470,202204,2023-05-07 13:37:47,success
11470,202205,2023-05-07 13:37:48,success
11470,202206,2023-05-07 13:37:49,success
11470,202207,2023-05-07 13:37:50,success
11470,202208,2023-05-07 13:37:51,success
11470,202209,2023-05-07 13:37:53,success
11470,202210,2023-05-07 13:37:54,success
11470,202211,2023-05-07 13:37:55,success
11470,202212,2023-05-07 13:37:56,success
11500,202001,2023-05-07 13:37:57,success
11500,202002,2023-05-07 13:37:59,success
11500,202003,2023-05-07 13:38:00,success
11500,202004,2023-05-07 13:38:01,success
11500,202005,2023-05-07 13:38:02,success
11500,202006,2023-05-07 13:38:04,success
11500,202007,2023-05-07 13:38:05,success
11500,202008,2023-05-07 13:38:06,success
11500,202009,2023-05-07 13:38:07,success
11500,202010,2023-05-07 13:38:08,success
11500,202011,2023-05-07 13:38:10,success
11500,202012,2023-05-07 13:38:11,success
11500,202101,2023-05-07 13:38:12,success
11500,202102,2023-05-07 13:38:13,success
11500,202103,2023-05-07 13:38:15,success
11500,202104,2023-05-07 13:38:16,success
11500,202105,2023-05-07 13:38:17,success
11500,202106,2023-05-07 13:38:18,success
11500,202107,2023-05-07 13:38:19,success
11500,202108,2023-05-07 13:38:21,success
11500,202109,2023-05-07 13:38:22,success
11500,202110,2023-05-07 13:38:23,success
11500,202111,2023-05-07 13:38:24,success
11500,202112,2023-05-07 13:38:25,success
11500,202201,2023-05-07 13:38:27,success
11500,202202,2023-05-07 13:38:28,success
11500,202203,2023-05-07 13:38:29,success
11500,202204,2023-05-07 13:38:30,success
11500,202205,2023-05-07 13:38:31,success
11500,202206,2023-05-07 13:38:33,success
11500,202207,2023-05-07 13:38:34,success
11500,202208,2023-05-07 13:38:35,success
11500,202209,2023-05-07 13:38:36,success
11500,202210,2023-05-07 13:38:38,success
11500,202211,2023-05-07 13:38:39,success
11500,202212,2023-05-07 13:38:40,success
11530,202001,2023-05-07 13:38:41,success
11530,202002,2023-05-07 13:38:42,success
11530,202003,2023-05-07 13:38:44,success
11530,202004,2023-05-07 13:38:45,success
11530,202005,2023-05-07 13:38:46,success
11530,202006,2023-05-07 13:38:47,success
11530,202007,2023-05-07 13:38:49,success
11530,202008,2023-05-07 13:38:50,success
11530,202009,2023-05-07 13:38:51,success
11530,202010,2023-05-07 13:38:52,success
11530,202011,2023-05-07 13:38:54,success
11530,202012,2023-05-07 13:38:55,success
11530,202101,2023-05-07 13:38:56,success
11530,202102,2023-05-07 13:38:57,success
11530,202103,2023-05-07 13:38:59,success
11530,202104,2023-05-07 13:39:00,success
11530,202105,2023-05-07 13:39:01,success
11530,202106,2023-05-07 13:39:03,success
11530,202107,2023-05-07 13:39:04,success
11530,202108,2023-05-07 13:39:05,success
11530,202109,2023-05-07 13:39:06,success
11530,202110,2023-05-07 13:39:07,success
11530,202111,2023-05-07 13:39:09,success
11530,202112,2023-05-07 13:39:10,success
11530,202201,2023-05-07 13:39:11,success
11530,202202,2023-05-07 13:39:12,success
11530,202203,2023-05-07 13:39:13,success
11530,202204,2023-05-07 13:39:15,success
11530,202205,2023-05-07 13:39:16,success
11530,202206,2023-05-07 13:39:17,success
11530,202207,2023-05-07 13:39:18,success
11530,202208,2023-05-07 13:39:20,success
11530,202209,2023-05-07 13:39:21,success
11530,202210,2023-05-07 13:39:22,success
11530,202211,2023-05-07 13:39:23,success
11530,202212,2023-05-07 13:39:24,success
11545,202001,2023-05-07 13:39:26,success
11545,202002,2023-05-07 13:39:27,success
11545,202003,2023-05-07 13:39:28,success
11545,202004,2023-05-07 13:39:29,success
11545,202005,2023-05-07 13:39:30,success
11545,202006,2023-05-07 13:39:32,success
11545,202007,2023-05-07 13:39:33,success
11545,202008,2023-05-07 13:39:34,success
11545,202009,2023-05-07 13:39:36,success
11545,202010,2023-05-07 13:39:37,success
11545,202011,2023-05-07 13:39:38,success
11545,202012,2023-05-07 13:39:39,success
11545,202101,2023-05-07 13:39:41,success
11545,202102,2023-05-07 13:39:42,success
11545,202103,2023-05-07 13:39:43,success
11545,202104,2023-05-07 13:39:44,success
11545,202105,2023-05-07 13:39:45,success
11545,202106,2023-05-07 13:39:47,success
11545,202107,2023-05-07 13:39:48,success
11545,202108,2023-05-07 13:39:49,success
11545,202109,2023-05-07 13:39:51,success
11545,202110,2023-05-07 13:39:52,success
11545,202111,2023-05-07 13:39:53,success
11545,202112,2023-05-07 13:39:54,success
11545,202201,2023-05-07 13:39:56,success
11545,202202,2023-05-07 13:39:57,success
11545,202203,2023-05-07 13:39:58,success
11545,202204,2023-05-07 13:39:59,success
11545,202205,2023-05-07 13:40:01,success
11545,202206,2023-05-07 13:40:02,success
11545,202207,2023-05-07 13:40:03,success
11545,202208,2023-05-07 13:40:05,success
11545,202209,2023-05-07 13:40:06,success
11545,202210,2023-05-07 13:40:07,success
11545,202211,2023-05-07 13:40:08,success
11545,202212,2023-05-07 13:40:10,success
11560,202001,2023-05-07 13:40:11,success
11560,202002,2023-05-07 13:40:12,success
11560,202003,2023-05-07 13:40:13,success
11560,202004,2023-05-07 13:40:15,success
11560,202005,2023-05-07 13:40:16,success
11560,202006,2023-05-07 13:40:17,success
11560,202007,2023-05-07 13:40:18,success
11560,202008,2023-05-07 13:40:20,success
11560,202009,2023-05-07 13:40:21,success
11560,202010,2023-05-07 13:40:22,success
11560,202011,2023-05-07 13:40:23,success
11560,202012,2023-05-07 13:40:25,success
11560,202101,2023-05-07 13:40:26,success
11560,202102,2023-05-07 13:40:27,success
11560,202103,2023-05-07 13:40:28,success
11560,202104,2023-05-07 13:40:29,success
11560,202105,2023-05-07 13:40:31,success
11560,202106,2023-05-07 13:40:32,success
11560,202107,2023-05-07 13:40:33,success
11560,202108,2023-05-07 13:40:34,success
11560,202109,2023-05-07 13:40:36,success
11560,202110,2023-05-07 13:40:37,success
11560,202111,2023-05-07 13:40:38,success
11560,202112,2023-05-07 13:40:39,success
11560,202201,2023-05-07 13:40:41,success
11560,202202,2023-05-07 13:40:42,success
11560,202203,2023-05-07 13:40:43,success
11560,202204,2023-05-07 13:40:44,success
11560,202205,2023-05-07 13:40:46,success
11560,202206,2023-05-07 13:40:47,success
11560,202207,2023-05-07 13:40:48,success
11560,202208,2023-05-07 13:40:50,success
11560,202209,2023-05-07 13:40:51,success
11560,202210,2023-05-07 13:40:52,success
11560,202211,2023-05-07 13:40:53,success
11560,202212,2023-05-07 13:40:55,success
11590,202001,2023-05-07 13:40:56,success
11590,202002,2023-05-07 13:40:57,success
11590,202003,2023-05-07 13:40:58,success
11590,202004,2023-05-07 13:41:00,success
11590,202005,2023-05-07 13:41:01,success
11590,202006,2023-05-07 13:41:02,success
11590,202007,2023-05-07 13:41:03,success
11590,202008,2023-05-07 13:41:04,success
11590,202009,2023-05-07 13:41:06,success
11590,202010,2023-05-07 13:41:07,success
11590,202011,2023-05-07 13:41:08,success
11590,202012,2023-05-07 13:41:10,success
11590,202101,2023-05-07 13:41:11,success
11590,202102,2023-05-07 13:41:12,success
11590,202103,2023-05-07 13:41:13,success
11590,202104,2023-05-07 13:41:14,success
11590,202105,2023-05-07 13:41:16,success
11590,202106,2023-05-07 13:41:17,success
11590,202107,2023-05-07 13:41:18,success
11590,202108,2023-05-07 13:41:19,success
11590,202109,2023-05-07 13:41:21,success
11590,202110,2023-05-07 13:41:22,success
11590,202111,2023-05-07 13:41:23,success
11590,202112,2023-05-07 13:41:24,success
11590,202201,2023-05-07 13:41:25,success
11590,202202,2023-05-07 13:41:27,success
11590,202203,2023-05-07 13:41:28,success
11590,202204,2023-05-07 13:41:29,success
11590,202205,2023-05-07 13:41:30,success
11590,202206,2023-05-07 13:41:32,success
11590,202207,2023-05-07 13:41:33,success
11590,202208,2023-05-07 13:41:34,success
11590,202209,2023-05-07 13:41:35,success
11590,202210,2023-05-07 13:41:36,success
11590,202211,2023-05-07 13:41:38,success
11590,202212,2023-05-07 13:41:39,success
11620,202001,2023-05-07 13:41:40,success
11620,202002,2023-05-07 13:41:41,success
11620,202003,2023-05-07 13:41:43,success
11620,202004,2023-05-07 13:41:44,success
11620,202005,2023-05-07 13:41:45,success
11620,202006,2023-05-07 13:41:46,success
11620,202007,2023-05-07 13:41:48,success
11620,202008,2023-05-07 13:41:49,success
11620,202009,2023-05-07 13:41:50,success
11620,202010,2023-05-07 13:41:51,success
11620,202011,2023-05-07 13:41:53,success
11620,202012,2023-05-07 13:41:54,success
11620,202101,2023-05-07 13:41:55,success
11620,202102,2023-05-07 13:41:56,success
11620,202103,2023-05-07 13:41:58,success
11620,202104,2023-05-07 13:41:59,success
11620,202105,2023-05-07 13:42:00,success
11620,202106,2023-05-07 13:42:01,success
11620,202107,2023-05-07 13:42:02,success
11620,202108,2023-05-07 13:42:04,success
11620,202109,2023-05-07 13:42:05,success
11620,202110,2023-05-07 13:42:06,success
11620,202111,2023-05-07 13:42:08,success
11620,202112,2023-05-07 13:42:09,success
11620,202201,2023-05-07 13:42:10,success
11620,202202,2023-05-07 13:42:11,success
11620,202203,2023-05-07 13:42:13,success
11620,202204,2023-05-07 13:42:14,success
11620,202205,2023-05-07 13:42:15,success
11620,202206,2023-05-07 13:42:17,success
11620,202207,2023-05-07 13:42:18,success
11620,202208,2023-05-07 13:42:19,success
11620,202209,2023-05-07 13:42:20,success
11620,202210,2023-05-07 13:42:21,success
11620,202211,2023-05-07 13:42:23,success
11620,202212,2023-05-07 13:42:24,success
11650,202001,2023-05-07 13:42:25,success
11650,202002,2023-05-07 13:42:26,success
11650,202003,2023-05-07 13:42:27,success
11650,202004,2023-05-07 13:42:29,success
11650,202005,2023-05-07 13:42:30,success
11650,202006,2023-05-07 13:42:31,success
11650,202007,2023-05-07 13:42:32,success
11650,202008,2023-05-07 13:42:34,success
11650,202009,2023-05-07 13:42:35,success
11650,202010,2023-05-07 13:42:36,success
11650,202011,2023-05-07 13:42:37,success
11650,202012,2023-05-07 13:42:39,success
11650,202101,2023-05-07 13:42:40,success
11650,202102,2023-05-07 13:42:41,success
11650,202103,2023-05-07 13:42:42,success
11650,202104,2023-05-07 13:42:44,success
11650,202105,2023-05-07 13:42:45,success
11650,202106,2023-05-07 13:42:46,success
11650,202107,2023-05-07 13:42:46,success
11650,202108,2023-05-07 13:42:47,success
11650,202109,2023-05-07 13:42:48,success
11650,202110,2023-05-07 13:42:49,success
11650,202111,2023-05-07 13:42:49,success
11650,202112,2023-05-07 13:42:50,success
11650,202201,2023-05-07 13:42:51,success
11650,202202,2023-05-07 13:42:52,success
11650,202203,2023-05-07 13:42:53,success
11650,202204,2023-05-07 13:42:53,success
11650,202205,2023-05-07 13:42:54,success
11650,202206,2023-05-07 13:42:55,success
11650,202207,2023-05-07 13:42:56,success
11650,202208,2023-05-07 13:42:56,success
11650,202209,2023-05-07 13:42:57,success
11650,202210,2023-05-07 13:42:58,success
11650,202211,2023-05-07 13:42:59,success
11650,202212,2023-05-07 13:42:59,success
11680,202001,2023-05-07 13:43:00,success
11680,202002,2023-05-07 13:43:01,success
11680,202003,2023-05-07 13:43:02,success
11680,202004,2023-05-07 13:43:02,success
11680,202005,2023-05-07 13:43:03,success
11680,202006,2023-05-07 13:43:04,success
11680,202007,2023-05-07 13:43:05,success
11680,202008,2023-05-07 13:43:05,success
11680,202009,2023-05-07 13:43:06,success
11680,202010,2023-05-07 13:43:07,success
11680,202011,2023-05-07 13:43:08,success
11680,202012,2023-05-07 13:43:08,success
11680,202101,2023-05-07 13:43:09,success
11680,202102,2023-05-07 13:43:10,success
11680,202103,2023-05-07 13:43:11,success
11680,202104,2023-05-07 13:43:11,success
11680,202105,2023-05-07 13:43:12,success
11680,202106,2023-05-07 13:43:13,success
11680,202107,2023-05-07 13:43:14,success
11680,202108,2023-05-07 13:43:14,success
11680,202109,2023-05-07 13:43:15,success
11680,202110,2023-05-07 13:43:16,success
11680,202111,2023-05-07 13:43:17,success
11680,202112,2023-05-07 13:43:18,success
11680,202201,2023-05-07 13:43:18,success
11680,202202,2023-05-07 13:43:19,success
11680,202203,2023-05-07 13:43:20,success
11680,202204,2023-05-07 13:43:21,success
11680,202205,2023-05-07 13:43:21,success
11680,202206,2023-05-07 13:43:22,success
11680,202207,2023-05-07 13:43:23,success
11680,202208,2023-05-07 13:43:24,success
11680,202209,2023-05-07 13:43:24,success
11680,202210,2023-05-07 13:43:25,success
11680,202211,2023-05-07 13:43:26,success
11680,202212,2023-05-07 13:43:27,success
11710,202001,2023-05-07 13:43:27,success
11710,202002,2023-05-07 13:43:28,success
11710,202003,2023-05-07 13:43:29,success
11710,202004,2023-05-07 13:43:30,success
11710,202005,2023-05-07 13:43:31,success
11710,202006,2023-05-07 13:43:31,success
11710,202007,2023-05-07 13:43:32,success
11710,202008,2023-05-07 13:43:33,success
11710,202009,2023-05-07 13:43:34,success
11710,202010,2023-05-07 13:43:35,success
11710,202011,2023-05-07 13:43:35,success
11710,202012,2023-05-07 13:43:36,success
11710,202101,2023-05-07 13:43:37,success
11710,202102,2023-05-07 13:43:38,success
11710,202103,2023-05-07 13:43:38,success
11710,202104,2023-05-07 13:43:39,success
11710,202105,2023-05-07 13:43:40,success
11710,202106,2023-05-07 13:43:41,success
11710,202107,2023-05-07 13:43:41,success
11710,202108,2023-05-07 13:43:42,success
11710,202109,2023-05-07 13:43:43,success
11710,202110,2023-05-07 13:43:44,success
11710,202111,2023-05-07 13:43:45,success
11710,202112,2023-05-07 13:43:45,success
11710,202201,2023-05-07 13:43:46,success
11710,202202,2023-05-07 13:43:47,success
11710,202203,2023-05-07 13:43:48,success
11710,202204,2023-05-07 13:43:48,success
11710,202205,2023-05-07 13:43:49,success
11710,202206,2023-05-07 13:43:50,success
11710,202207,2023-05-07 13:43:51,success
11710,202208,2023-05-07 13:43:51,success
11710,202209,2023-05-07 13:43:52,success
11710,202210,2023-05-07 13:43:53,success
11710,202211,2023-05-07 13:43:54,success
11710,202212,2023-05-07 13:43:54,success
11740,202001,2023-05-07 13:43:55,success
11740,202002,2023-05-07 13:43:56,success
11740,202003,2023-05-07 13:43:57,success
11740,202004,2023-05-07 13:43:57,success
11740,202005,2023-05-07 13:43:58,success
11740,202006,2023-05-07 13:43:59,success
11740,202007,2023-05-07 13:44:00,success
11740,202008,2023-05-07 13:44:01,success
11740,202009,2023-05-07 13:44:01,success
11740,202010,2023-05-07 13:44:02,success
11740,202011,2023-05-07 13:44:03,success
11740,202012,2023-05-07 13:44:04,success
11740,202101,2023-05-07 13:44:04,success
11740,202102,2023-05-07 13:44:05,success
11740,202103,2023-05-07 13:44:06,success
11740,202104,2023-05-07 13:44:07,success
11740,202105,2023-05-07 13:44:08,success
11740,202106,2023-05-07 13:44:08,success
11740,202107,2023-05-07 13:44:09,success
11740,202108,2023-05-07 13:44:10,success
11740,202109,2023-05-07 13:44:11,success
11740,202110,2023-05-07 13:44:11,success
11740,202111,2023-05-07 13:44:12,success
11740,202112,2023-05-07 13:44:13,success
11740,202201,2023-05-07 13:44:14,success
11740,202202,2023-05-07 13:44:15,success
11740,202203,2023-05-07 13:44:15,success
11740,202204,2023-05-07 13:44:16,success
11740,202205,2023-05-07 13:44:17,success
11740,202206,2023-05-07 13:44:18,success
11740,202207,2023-05-07 13:44:18,success
11740,202208,2023-05-07 13:44:19,success
11740,202209,2023-05-07 13:44:20,success
11740,202210,2023-05-07 13:44:21,success
11740,202211,2023-05-07 13:44:21,success
11740,202212,2023-05-07 13:44:22,success
